name_with_owner,url,stars,created_at,pushed_at,closed_issues,total_issues,age_years,age_days,merged_pull_requests,releases,days_since_update,primary_language,closed_issues_ratio
ElemeFE/element,https://github.com/ElemeFE/element,54057,2016-09-03T06:19:26+00:00,2024-08-20T07:40:13+00:00,15246,17891,9.96,3636.69,3228,145,728.63,Vue,0.8522
odoo/odoo,https://github.com/odoo/odoo,53786,2014-05-13T15:38:58+00:00,2026-08-18T22:39:02+00:00,15358,19117,12.27,4480.3,6183,0,0.01,Python,0.8034
google/material-design-icons,https://github.com/google/material-design-icons,53777,2014-10-08T18:01:28+00:00,2026-08-14T03:02:13+00:00,1186,1596,11.86,4332.2,50,16,4.82,Undefined,0.7431
mozilla/pdf.js,https://github.com/mozilla/pdf.js,53751,2011-04-26T06:32:03+00:00,2026-08-18T18:14:39+00:00,10198,10564,15.31,5593.68,9223,88,0.19,JavaScript,0.9654
agalwood/Motrix,https://github.com/agalwood/Motrix,53631,2018-12-18T11:45:05+00:00,2026-08-18T17:18:51+00:00,607,1380,7.67,2800.46,235,28,0.23,TypeScript,0.4399
necolas/normalize.css,https://github.com/necolas/normalize.css,53520,2011-05-04T10:20:25+00:00,2024-06-12T20:36:06+00:00,471,518,15.29,5585.52,56,0,797.09,CSS,0.9093
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,53414,2017-05-17T23:48:53+00:00,2026-08-18T11:21:57+00:00,5631,5653,9.25,3379.96,6694,116,0.48,Python,0.9961
JetBrains/kotlin,https://github.com/JetBrains/kotlin,53354,2012-02-13T17:29:58+00:00,2026-08-18T22:38:46+00:00,0,0,14.51,5300.22,3562,300,0.01,Kotlin,0.0
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,53161,2016-09-02T03:32:25+00:00,2026-06-17T01:56:08+00:00,92,217,9.96,3637.8,138,1,62.87,JavaScript,0.424
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,53101,2014-07-10T16:03:45+00:00,2026-06-24T14:58:10+00:00,494,497,12.11,4422.28,2256,0,55.33,Swift,0.994
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,53009,2022-09-25T18:26:37+00:00,2026-08-18T12:33:22+00:00,895,1963,3.9,1423.18,1023,38,0.43,C++,0.4559
aaif-goose/goose,https://github.com/aaif-goose/goose,52963,2024-08-23T19:03:36+00:00,2026-08-18T22:28:37+00:00,2617,2782,1.99,725.16,5873,146,0.01,Rust,0.9407
dockur/windows,https://github.com/dockur/windows,52889,2024-01-14T13:09:40+00:00,2026-08-18T22:28:39+00:00,1016,1034,2.59,947.4,907,126,0.01,Shell,0.9826
microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,52879,2025-08-25T13:24:01+00:00,2026-07-24T09:24:29+00:00,118,243,0.98,358.39,41,0,25.56,Python,0.4856
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,52877,2019-08-14T14:31:08+00:00,2026-08-04T16:14:05+00:00,1306,2526,7.01,2561.34,101,113,14.27,TypeScript,0.517
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52866,2020-06-04T11:01:37+00:00,2025-11-11T05:23:57+00:00,289,686,6.21,2266.49,109,0,280.72,Shell,0.4213
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52618,2013-08-20T23:06:02+00:00,2026-08-18T22:26:44+00:00,21607,22190,12.99,4745.99,6787,948,0.01,TypeScript,0.9737
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,52571,2025-04-19T20:55:59+00:00,2026-08-18T21:06:31+00:00,1134,2016,1.33,486.08,221,0,0.07,Python,0.5625
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,52528,2019-05-18T08:53:50+00:00,2026-04-19T02:51:06+00:00,216,413,7.25,2649.58,195,47,121.83,Go,0.523
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,52397,2023-08-09T18:43:40+00:00,2025-12-01T19:17:07+00:00,1421,1668,3.03,1105.17,448,21,260.15,Python,0.8519
prettier/prettier,https://github.com/prettier/prettier,52204,2016-11-29T17:13:37+00:00,2026-08-18T22:40:50+00:00,6158,7323,9.72,3549.23,10231,144,0.0,JavaScript,0.8409
xai-org/grok-1,https://github.com/xai-org/grok-1,52156,2024-03-17T08:53:38+00:00,2024-08-30T04:17:25+00:00,0,0,2.42,884.58,5,0,718.77,Python,0.0
etcd-io/etcd,https://github.com/etcd-io/etcd,52123,2013-07-06T21:57:21+00:00,2026-08-18T21:15:07+00:00,7130,7247,13.12,4791.04,10616,292,0.06,Go,0.9839
VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,52038,2026-01-25T09:22:32+00:00,2026-08-17T12:04:23+00:00,84,84,0.56,205.56,149,0,1.45,Undefined,1.0
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,52030,2025-04-13T14:54:25+00:00,2026-08-18T08:34:11+00:00,975,1075,1.35,492.33,841,39,0.59,JavaScript,0.907
google/guava,https://github.com/google/guava,51883,2014-05-29T16:23:17+00:00,2026-08-18T19:01:59+00:00,3051,3668,12.22,4464.27,1439,60,0.16,Java,0.8318
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,51803,2023-08-15T20:23:51+00:00,2026-08-14T20:50:15+00:00,138,215,3.01,1099.1,198,0,4.08,Jupyter Notebook,0.6419
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,51741,2015-01-26T23:32:34+00:00,2026-08-18T20:37:17+00:00,357,357,11.56,4221.97,1713,37,0.09,Undefined,1.0
run-llama/llama_index,https://github.com/run-llama/llama_index,51733,2022-11-02T04:24:54+00:00,2026-08-18T16:37:12+00:00,7079,7251,3.79,1385.77,7944,432,0.26,Python,0.9763
expo/expo,https://github.com/expo/expo,51679,2016-08-15T17:14:25+00:00,2026-08-18T21:45:37+00:00,18985,19270,10.01,3655.23,23841,0,0.04,TypeScript,0.9852
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,51647,2018-07-05T09:11:43+00:00,2023-12-29T07:57:53+00:00,0,0,8.12,2966.57,6,0,963.62,Undefined,0.0
jekyll/jekyll,https://github.com/jekyll/jekyll,51637,2008-10-20T06:29:03+00:00,2026-08-03T17:55:37+00:00,4809,4939,17.83,6511.68,3205,112,15.2,Ruby,0.9737
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,51469,2015-10-21T08:26:28+00:00,2026-08-18T21:07:28+00:00,17279,20504,10.83,3954.6,7350,254,0.07,Java,0.8427
charlax/professional-programming,https://github.com/charlax/professional-programming,51430,2015-11-07T05:07:52+00:00,2026-07-15T15:55:09+00:00,32,33,10.78,3937.74,44,0,34.29,Python,0.9697
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,51385,2017-03-15T05:09:01+00:00,2026-06-06T02:10:59+00:00,0,0,9.43,3443.74,1335,0,73.86,JavaScript,0.0
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,51376,2012-10-05T16:39:45+00:00,2026-08-18T07:16:53+00:00,7561,8118,13.87,5065.26,53487,1,0.65,TypeScript,0.9314
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,51295,2013-12-26T13:05:46+00:00,2026-08-18T01:40:11+00:00,8520,8716,12.64,4618.4,9277,232,0.88,Go,0.9775
justjavac/wechat-miniapp-radar,https://github.com/justjavac/wechat-miniapp-radar,51181,2016-09-22T20:04:48+00:00,2026-08-07T01:04:58+00:00,35,35,9.9,3617.11,313,0,11.9,TypeScript,1.0
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51025,2013-04-08T23:32:04+00:00,2024-11-27T21:01:48+00:00,5269,6233,13.36,4879.97,356,154,629.07,JavaScript,0.8453
cypress-io/cypress,https://github.com/cypress-io/cypress,50980,2015-03-04T00:46:28+00:00,2026-08-18T22:31:26+00:00,14550,15561,11.46,4185.92,8856,402,0.01,TypeScript,0.935
jamiepine/voicebox,https://github.com/jamiepine/voicebox,50780,2026-01-25T12:27:03+00:00,2026-08-09T00:03:42+00:00,191,682,0.56,205.43,147,25,9.95,TypeScript,0.2801
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,50732,2024-05-24T01:56:26+00:00,2026-08-18T22:17:56+00:00,10238,11112,2.24,816.87,4895,276,0.02,TypeScript,0.9213
diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,50453,2026-02-13T12:38:31+00:00,2026-08-18T22:40:49+00:00,3244,3542,0.51,186.42,5491,278,0.0,TypeScript,0.9159
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,50395,2015-01-14T00:34:25+00:00,2026-08-12T11:06:00+00:00,502,836,11.59,4234.93,3,3,6.49,Kotlin,0.6005
nlohmann/json,https://github.com/nlohmann/json,50395,2013-07-04T08:47:49+00:00,2026-08-18T19:47:22+00:00,2373,2408,13.12,4793.58,1156,45,0.13,C++,0.9855
mastodon/mastodon,https://github.com/mastodon/mastodon,50217,2016-02-22T15:01:25+00:00,2026-08-18T16:03:19+00:00,8778,13099,10.49,3830.32,20637,360,0.28,Ruby,0.6701
TanStack/query,https://github.com/TanStack/query,50157,2019-09-10T19:23:58+00:00,2026-08-18T19:35:01+00:00,2288,2348,6.94,2534.14,3819,1000,0.13,TypeScript,0.9744
skylot/jadx,https://github.com/skylot/jadx,50121,2013-03-18T17:08:21+00:00,2026-08-05T19:19:01+00:00,1690,2118,13.42,4901.24,652,35,13.14,Java,0.7979
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,50077,2017-11-03T02:35:33+00:00,2026-04-15T22:47:24+00:00,211,234,8.79,3210.84,615,0,125.0,Undefined,0.9017
AlistGo/alist,https://github.com/AlistGo/alist,50056,2020-12-23T17:40:29+00:00,2026-08-05T08:04:29+00:00,3974,4496,5.65,2064.21,974,149,13.61,Go,0.8839
jgthms/bulma,https://github.com/jgthms/bulma,50053,2016-01-23T23:48:34+00:00,2026-03-01T20:13:02+00:00,2404,2753,10.57,3859.96,646,22,170.11,CSS,0.8732
chenglou/pretext,https://github.com/chenglou/pretext,49930,2026-03-07T21:06:28+00:00,2026-06-23T05:01:09+00:00,50,96,0.45,164.07,7,0,56.74,TypeScript,0.5208
tldraw/tldraw,https://github.com/tldraw/tldraw,49842,2021-05-09T11:48:37+00:00,2026-08-18T20:56:16+00:00,2293,2667,5.28,1927.46,5475,134,0.08,TypeScript,0.8598
huginn/huginn,https://github.com/huginn/huginn,49821,2013-03-10T06:00:31+00:00,2026-08-15T05:06:36+00:00,1580,2193,13.44,4909.7,1179,1,3.74,Ruby,0.7205
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49802,2015-11-21T19:05:09+00:00,2023-10-23T21:01:40+00:00,68,106,10.74,3923.15,63,0,1030.07,JavaScript,0.6415
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,49666,2024-04-08T13:11:40+00:00,2025-10-10T06:25:48+00:00,17,26,2.36,862.4,11,1,312.68,Jupyter Notebook,0.6538
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,49635,2016-08-10T14:24:36+00:00,2024-06-26T19:17:33+00:00,84,210,10.02,3660.35,28,0,783.15,Jupyter Notebook,0.4
pandas-dev/pandas,https://github.com/pandas-dev/pandas,49513,2010-08-24T01:37:33+00:00,2026-08-18T20:31:53+00:00,25867,28479,15.99,5838.88,29411,122,0.09,Python,0.9083
roboflow/supervision,https://github.com/roboflow/supervision,49506,2022-11-28T14:08:44+00:00,2026-08-17T11:00:33+00:00,503,543,3.72,1359.36,1377,40,1.49,Python,0.9263
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,49495,2016-07-07T14:15:27+00:00,2025-04-10T06:11:47+00:00,416,440,10.11,3694.36,73,0,495.69,Undefined,0.9455
hashicorp/terraform,https://github.com/hashicorp/terraform,49478,2014-03-13T22:25:48+00:00,2026-08-18T18:53:35+00:00,19990,21747,12.43,4541.02,13641,435,0.16,Go,0.9192
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,49366,2025-09-11T10:39:55+00:00,2026-08-18T15:44:21+00:00,429,505,0.94,341.51,1136,58,0.29,TypeScript,0.8495
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,49318,2016-06-02T08:28:18+00:00,2026-08-18T22:40:10+00:00,25407,30385,10.21,3729.6,69097,825,0.01,C++,0.8362
astral-sh/ruff,https://github.com/astral-sh/ruff,49240,2022-08-09T17:17:44+00:00,2026-08-18T22:37:53+00:00,6554,8242,4.03,1470.23,16001,423,0.01,Rust,0.7952
Homebrew/brew,https://github.com/Homebrew/brew,49201,2016-03-06T05:08:38+00:00,2026-08-18T19:01:18+00:00,5271,5271,10.45,3817.74,15225,509,0.16,Ruby,1.0
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,49191,2015-04-11T20:48:23+00:00,2026-08-15T11:35:51+00:00,2150,2721,11.35,4147.08,825,6,3.47,C++,0.7902
chen08209/FlClash,https://github.com/chen08209/FlClash,49170,2023-08-15T07:47:22+00:00,2026-08-17T09:34:23+00:00,1510,2022,3.01,1099.63,2,106,1.55,Dart,0.7468
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,49130,2018-11-05T03:44:27+00:00,2026-03-04T23:44:21+00:00,59,77,7.79,2843.79,147,1,166.96,Jupyter Notebook,0.7662
apple/container,https://github.com/apple/container,49054,2025-05-30T21:26:05+00:00,2026-08-18T20:12:07+00:00,571,864,1.22,445.06,731,20,0.11,Swift,0.6609
JuliaLang/julia,https://github.com/JuliaLang/julia,49010,2011-04-21T07:01:50+00:00,2026-08-18T21:44:11+00:00,22508,26131,15.33,5598.66,27795,203,0.04,Julia,0.8614
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,48973,2020-04-13T16:17:51+00:00,2026-08-18T16:15:33+00:00,1123,1739,6.35,2318.27,1190,32,0.27,JavaScript,0.6458
metabase/metabase,https://github.com/metabase/metabase,48821,2015-02-02T19:25:47+00:00,2026-08-18T22:40:00+00:00,21957,25694,11.54,4215.14,45992,816,0.01,Clojure,0.8546
akullpp/awesome-java,https://github.com/akullpp/awesome-java,48775,2014-07-09T10:12:43+00:00,2026-08-17T00:12:13+00:00,145,145,12.11,4423.52,800,0,1.94,Undefined,1.0
calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,48774,2026-03-29T15:23:22+00:00,2026-08-18T15:50:54+00:00,49,127,0.39,142.31,93,0,0.29,Python,0.3858
tmux/tmux,https://github.com/tmux/tmux,48707,2015-06-03T23:32:55+00:00,2026-08-18T22:00:21+00:00,4126,4141,11.21,4093.97,37,44,0.03,C,0.9964
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48670,2016-05-15T00:27:45+00:00,2024-06-09T06:54:22+00:00,77,126,10.26,3747.93,183,0,800.66,JavaScript,0.6111
iamkun/dayjs,https://github.com/iamkun/dayjs,48667,2018-04-10T09:26:44+00:00,2026-08-18T04:15:17+00:00,880,1848,8.36,3052.56,730,129,0.77,JavaScript,0.4762
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,48614,2018-06-04T17:47:48+00:00,2024-10-25T19:57:00+00:00,6,17,8.21,2997.21,30,0,662.12,Undefined,0.3529
mudler/LocalAI,https://github.com/mudler/LocalAI,48558,2023-03-18T22:58:02+00:00,2026-08-18T20:07:40+00:00,1513,1603,3.42,1248.99,6704,135,0.11,Go,0.9439
upscayl/upscayl,https://github.com/upscayl/upscayl,48557,2022-07-30T17:19:20+00:00,2026-08-04T19:20:17+00:00,1025,1079,4.05,1480.23,106,29,14.14,TypeScript,0.95
KRTirtho/spotube,https://github.com/KRTirtho/spotube,48484,2021-02-14T03:17:58+00:00,2026-08-16T09:07:33+00:00,1309,2118,5.51,2011.81,261,44,2.57,Dart,0.618
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,48457,2017-02-16T21:24:39+00:00,2024-12-02T04:54:48+00:00,47,52,9.5,3470.06,50,0,624.75,Undefined,0.9038
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,48442,2020-07-23T14:33:11+00:00,2026-05-16T14:20:30+00:00,4092,37285,6.07,2217.34,600,0,94.35,TypeScript,0.1097
Aider-AI/aider,https://github.com/Aider-AI/aider,48314,2023-05-09T18:57:49+00:00,2026-05-22T14:02:20+00:00,3017,4357,3.28,1197.16,288,93,88.36,Python,0.6924
stablyai/orca,https://github.com/stablyai/orca,48231,2026-03-17T03:28:57+00:00,2026-08-18T22:41:08+00:00,1936,3887,0.42,154.8,7819,931,0.0,TypeScript,0.4981
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,48221,2016-06-24T15:19:33+00:00,2026-01-26T16:36:45+00:00,45,61,10.15,3707.31,343,0,204.26,Undefined,0.7377
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48203,2013-01-08T20:11:48+00:00,2026-08-17T08:50:30+00:00,3273,3283,13.61,4970.11,3587,267,1.58,Java,0.997
slidevjs/slidev,https://github.com/slidevjs/slidev,48137,2021-04-24T01:25:23+00:00,2026-08-14T11:37:40+00:00,1195,1378,5.32,1942.89,900,429,4.47,TypeScript,0.8672
moeru-ai/airi,https://github.com/moeru-ai/airi,48058,2024-12-01T16:33:36+00:00,2026-08-18T20:55:59+00:00,450,538,1.71,625.26,1223,81,0.08,TypeScript,0.8364
pixijs/pixijs,https://github.com/pixijs/pixijs,48027,2013-01-21T22:40:50+00:00,2026-08-18T17:36:39+00:00,5837,6133,13.57,4957.0,3878,308,0.22,TypeScript,0.9517
moment/moment,https://github.com/moment/moment,47915,2011-03-01T02:46:06+00:00,2026-08-18T05:08:43+00:00,4000,4165,15.47,5649.83,752,1,0.74,JavaScript,0.9604
karan/Projects,https://github.com/karan/Projects,47877,2013-07-04T13:37:27+00:00,2024-08-14T19:06:05+00:00,39,98,13.12,4793.38,19,0,734.15,Undefined,0.398
calcom/cal.diy,https://github.com/calcom/cal.diy,47791,2021-03-22T13:47:42+00:00,2026-08-08T17:13:42+00:00,8268,9385,5.41,1975.38,13099,611,10.23,TypeScript,0.881
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,47775,2026-03-08T13:52:57+00:00,2026-08-13T04:30:15+00:00,77,129,0.45,163.37,187,3,5.76,Python,0.5969
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,47766,2025-07-01T19:43:27+00:00,2026-08-18T18:19:38+00:00,2502,2554,1.13,413.13,690,817,0.19,Go,0.9796
hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,47759,2025-12-10T06:54:33+00:00,2026-08-18T14:52:39+00:00,118,124,0.69,251.66,32,22,0.33,Python,0.9516
gogs/gogs,https://github.com/gogs/gogs,47735,2014-02-12T01:57:08+00:00,2026-08-06T12:32:28+00:00,4269,5209,12.51,4570.87,1958,98,12.43,Go,0.8195
microsoft/qlib,https://github.com/microsoft/qlib,47710,2020-08-14T06:46:00+00:00,2026-07-23T08:15:29+00:00,769,1071,6.01,2195.67,756,23,26.61,Python,0.718
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47707,2015-08-08T20:57:20+00:00,2024-04-18T03:26:59+00:00,32,101,11.03,4028.08,89,0,852.81,Python,0.3168
bevyengine/bevy,https://github.com/bevyengine/bevy,47687,2020-01-18T21:13:55+00:00,2026-08-18T22:32:30+00:00,5795,8625,6.58,2404.07,8603,58,0.01,Rust,0.6719
discourse/discourse,https://github.com/discourse/discourse,47671,2013-01-12T00:25:55+00:00,2026-08-18T22:34:22+00:00,0,0,13.6,4966.93,37200,1,0.01,Ruby,0.0
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,47635,2015-01-02T00:31:34+00:00,2026-08-16T19:35:44+00:00,75,95,11.63,4246.93,628,0,2.13,Undefined,0.7895
prisma/prisma,https://github.com/prisma/prisma,47567,2019-06-20T13:33:47+00:00,2026-08-18T20:08:47+00:00,9559,12020,7.16,2616.38,7051,254,0.11,TypeScript,0.7953
oobabooga/textgen,https://github.com/oobabooga/textgen,47548,2022-12-21T04:17:37+00:00,2026-08-17T17:38:16+00:00,3397,4199,3.66,1336.77,1273,113,1.21,Python,0.809
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,47505,2018-12-30T13:56:58+00:00,2025-12-31T18:59:20+00:00,196,965,7.63,2788.37,3,0,230.16,Undefined,0.2031
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,47481,2015-12-26T12:56:33+00:00,2026-08-17T05:42:12+00:00,3664,3701,10.65,3888.41,1627,48,1.71,Shell,0.99
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,47416,2018-11-26T10:40:00+00:00,2026-08-14T06:09:59+00:00,8475,8491,7.73,2822.51,133,64,4.69,Java,0.9981
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,47390,2013-06-22T13:23:55+00:00,2024-05-21T10:56:58+00:00,82,117,13.16,4805.39,129,1,819.49,Undefined,0.7009
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,47387,2014-09-20T16:37:28+00:00,2026-04-17T17:58:18+00:00,910,969,11.91,4350.26,107,23,123.2,Go,0.9391
slab/quill,https://github.com/slab/quill,47303,2012-07-30T23:23:18+00:00,2025-07-25T06:09:23+00:00,3269,3848,14.05,5131.98,382,95,389.69,TypeScript,0.8495
HKUDS/nanobot,https://github.com/HKUDS/nanobot,47147,2026-02-01T07:16:15+00:00,2026-08-18T19:22:27+00:00,1254,1450,0.54,198.65,1512,19,0.14,Python,0.8648
rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,47110,2026-03-18T18:38:02+00:00,2026-08-10T07:05:52+00:00,41,74,0.42,153.17,185,2,8.65,Python,0.5541
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,47100,2018-06-02T04:08:16+00:00,2026-05-29T19:52:44+00:00,225,225,8.21,2999.78,387,0,81.12,TypeScript,1.0
lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,47052,2012-07-23T13:42:55+00:00,2026-08-18T19:54:29+00:00,4213,4301,14.07,5139.38,4158,0,0.12,Kotlin,0.9795
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,47024,2025-03-04T20:03:16+00:00,2026-08-15T02:33:56+00:00,8,79,1.46,532.11,0,0,3.84,Undefined,0.1013
gedoor/legado,https://github.com/gedoor/legado,47008,2019-05-22T04:18:58+00:00,2026-05-27T08:41:54+00:00,0,0,7.24,2645.77,0,0,83.59,Kotlin,0.0
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46931,2015-09-04T11:42:53+00:00,2026-07-13T03:22:29+00:00,2597,2600,10.96,4001.46,203,247,36.81,Go,0.9988
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,46921,2025-09-27T01:51:47+00:00,2026-08-18T20:48:08+00:00,124,139,0.89,325.87,125,17,0.08,TypeScript,0.8921
serverless/serverless,https://github.com/serverless/serverless,46918,2015-04-21T03:48:40+00:00,2026-08-12T15:28:21+00:00,5525,6634,11.33,4137.79,5142,494,6.31,JavaScript,0.8328
exo-explore/exo,https://github.com/exo-explore/exo,46874,2024-06-24T18:36:22+00:00,2026-06-23T18:59:18+00:00,740,930,2.15,785.17,770,16,56.16,Python,0.7957
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46714,2019-12-23T14:07:40+00:00,2025-12-06T11:12:48+00:00,62,180,6.65,2430.36,100,0,255.48,JavaScript,0.3444
multica-ai/multica,https://github.com/multica-ai/multica,46691,2026-01-13T17:59:46+00:00,2026-08-18T19:52:40+00:00,1373,2178,0.59,217.2,3139,141,0.12,Go,0.6304
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,46689,2026-01-02T21:45:11+00:00,2026-06-08T16:12:01+00:00,20,46,0.62,228.04,16,0,71.27,Undefined,0.4348
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,46672,2022-03-28T04:01:46+00:00,2025-11-20T14:58:13+00:00,519,871,4.39,1604.78,58,31,271.33,Python,0.5959
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,46551,2016-06-07T16:56:31+00:00,2026-08-18T18:33:20+00:00,3244,4015,10.2,3724.24,668,189,0.18,JavaScript,0.808
zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,46549,2022-08-07T08:33:41+00:00,2026-08-18T09:01:59+00:00,2174,2192,4.03,1472.59,409,80,0.57,Python,0.9918
SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,46547,2020-05-23T20:53:18+00:00,2026-08-18T22:30:56+00:00,7562,7658,6.24,2278.08,1675,0,0.01,Python,0.9875
apache/airflow,https://github.com/apache/airflow,46522,2015-04-13T18:04:58+00:00,2026-08-18T21:52:12+00:00,13923,15026,11.35,4145.2,39678,126,0.04,Python,0.9266
usebruno/bruno,https://github.com/usebruno/bruno,46400,2022-09-27T20:51:45+00:00,2026-08-18T20:23:52+00:00,3081,4371,3.89,1421.08,2667,171,0.1,JavaScript,0.7049
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,46373,2017-11-09T02:47:15+00:00,2026-04-12T17:26:10+00:00,61,102,8.77,3204.83,175,0,128.22,JavaScript,0.598
9001/copyparty,https://github.com/9001/copyparty,46262,2019-05-26T15:28:33+00:00,2026-08-17T22:17:30+00:00,783,1000,7.23,2641.31,211,346,1.02,Python,0.783
docker/awesome-compose,https://github.com/docker/awesome-compose,46119,2020-02-13T08:51:42+00:00,2026-08-15T19:45:19+00:00,47,152,6.51,2378.58,153,0,3.13,HTML,0.3092
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46079,2017-07-22T12:21:03+00:00,2025-08-25T23:17:54+00:00,36,87,9.07,3314.44,132,0,357.98,Undefined,0.4138
iina/iina,https://github.com/iina/iina,46002,2016-12-19T07:18:45+00:00,2026-08-18T02:17:06+00:00,2665,4495,9.66,3529.65,1012,51,0.85,Swift,0.5929
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,46001,2015-05-19T07:36:09+00:00,2026-08-18T22:36:43+00:00,14616,17105,11.25,4109.63,16892,1000,0.01,TypeScript,0.8545
jgm/pandoc,https://github.com/jgm/pandoc,45929,2010-03-20T20:34:23+00:00,2026-08-18T22:21:44+00:00,7365,8337,16.41,5995.09,1801,158,0.02,Haskell,0.8834
Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,45914,2026-01-28T19:02:30+00:00,2026-08-18T10:17:01+00:00,489,726,0.55,202.16,313,0,0.52,Python,0.6736
coqui-ai/TTS,https://github.com/coqui-ai/TTS,45911,2020-05-20T15:45:28+00:00,2024-08-16T12:07:14+00:00,1240,1242,6.25,2281.29,467,98,732.44,Python,0.9984
cli/cli,https://github.com/cli/cli,45880,2019-10-03T15:24:53+00:00,2026-08-18T20:20:44+00:00,5314,6321,6.88,2511.31,3142,200,0.1,Go,0.8407
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,45877,2020-08-30T09:21:35+00:00,2026-08-18T16:44:03+00:00,17479,17548,5.97,2179.56,952,944,0.25,TypeScript,0.9961
